Feature1,Feature2,Label
2.08853625411481,0.7348728614000972,1.0
-1.0213651817995224,-1.4797247313520507,0.0
0.4425071710943641,1.624100812920019,1.0
-1.3374648494941068,-0.9540157363771471,0.0
1.3951364115275666,-0.5764956352493136,1.0
-0.6993611378065576,0.7594543664260441,0.0
0.6236150674955815,-1.7236180284709053,1.0
-1.5661246421249957,1.4344788038036747,0.0
0.16398255309817422,1.3319927083580243,1.0
0.6983373027252748,-1.3422502681115704,1.0
2.7636591780658963,0.8262555734050485,1.0
-0.1540224647603341,0.7159699100580714,1.0
-0.7445723175971235,0.14096020435920087,0.0
-2.5065792818240222,2.190026435917398,0.0
1.0962330430377616,-0.5538921099687084,1.0
-0.2559679588602829,-0.8431357482776137,0.0
-0.9646499155476446,-1.3449549076183571,0.0
0.9332592097241181,-1.2289134870987122,1.0
-0.6834046356083496,-0.6262926443613088,0.0
-0.979012943965747,-1.9826661914286392,0.0
-0.6841569257209372,-1.1519349435107358,0.0
-0.5508908499254901,0.6430233598841628,0.0
-1.9254659445926163,-0.3134094079719867,0.0
-0.5742333617607847,-0.2920427578850757,0.0
-1.0037421265199629,1.0091951477473322,0.0
-2.6712235212608033,2.301692809977906,0.0
1.2022411671969726,-0.6248365758333765,1.0
-1.0555216444369961,-0.507014864350313,0.0
-1.8604192316917858,-0.5161685209161668,0.0
-1.5671118524095555,1.434769846657764,0.0
-0.3566597156633212,0.49359616411186824,0.0
-0.9858545873504856,-1.9821875454066817,0.0
-1.3721830340215728,-1.663559647092821,0.0
2.4554762929268596,0.5106354284878571,1.0
-0.21092239627964782,0.3945460531588686,0.0
1.36349422108,-0.47856848008176356,1.0
1.1757575733109427,-0.9400701189502022,1.0
-1.1282219858156388,-0.36426636159386294,0.0
0.7735223434970904,-1.6101131865925247,1.0
0.981644128381626,1.3257203640858384,1.0
1.305594283956656,-0.1636688671591222,1.0
-1.2097394215937376,1.1505733662187063,0.0
-1.395708355634751,1.321878331703279,0.0
-0.12544254980447556,0.31939392378650366,1.0
-1.1701781323490181,-0.9762439711532467,0.0
-0.9711496502111672,0.17995005392351815,0.0
0.9875651456940923,-0.4830493535340691,1.0
0.2981381605519585,1.872556302247683,1.0
-1.304586373526437,-1.4581613894167202,0.0
1.2054995307700935,0.8140896396721717,1.0
0.8575099332161215,-1.1395898904109505,1.0
1.7740379984169055,0.8247628131006726,1.0
0.8854507287774361,-1.0552637352319592,1.0
-2.380480075745637,2.0754572710898422,0.0
-1.3484831007286235,1.7403015372640587,1.0
-1.5202931584591162,-1.9243637646695546,0.0
-1.6499589851899337,1.5085023609304633,0.0
0.6143141031619266,0.5201173093102511,1.0
0.949135734216253,-0.5292873968271716,0.0
0.388910620926206,1.5899899337655163,1.0
0.7320357670100303,1.8446154305926292,1.0
-0.8182393651178391,-1.3298157237073247,0.0
0.4892048796163436,1.336943791000152,1.0
0.8751496572628827,-0.9972422551794374,1.0
-0.7721866412762781,-2.3765261101435677,0.0
0.3339473575528604,1.387163944634547,1.0
0.6874454226661029,-1.65035683573661,1.0
0.9144876416496069,-1.0748121459248754,1.0
-1.2654060602978203,-0.8222320037334402,0.0
1.7846952641449465,0.7964170678974651,1.0
-1.2106679954869646,-0.6564042288217466,0.0
-0.7669226356434728,0.8088740679212897,0.0
-0.5723332936292735,0.6565228009777919,0.0
-0.9065332579192013,-1.1722244608213295,0.0
2.661307986148953,0.2605584494665737,1.0
-0.8037959226715802,0.8387878502487309,0.0
-1.5348125264434278,-0.19415763173691514,0.0
2.1578249253825,-0.3941719417741829,1.0
-1.9225895954657308,-0.911292041332382,0.0
0.6040880761794172,-0.2672880914449418,0.0
1.2278516490670477,1.3905384566483443,1.0
0.00594443024388025,2.3093185320006944,1.0
-0.27974225320768564,-1.2879298845985274,0.0
0.9001004536762046,1.572408303349548,1.0
0.3353481781199896,-0.01953164220307224,0.0
-0.2788194474937217,-1.1484520605340953,0.0
-0.8194356374218975,0.859397090091073,0.0
0.42506349657623343,1.0166706123313651,1.0
0.5056441190687271,0.6547572587116,1.0
-1.3390231954550476,1.279386944183784,0.0
-1.3960388589979076,1.320583597306072,0.0
-0.4051773556441717,-0.5188462335881396,0.0
-0.14497355853349392,-2.7127177683477672,1.0
0.5525387338179842,-1.716493658312821,1.0
-1.6001616527773486,-0.7128397261503576,0.0
-1.3449577944155076,-1.961934844101752,0.0
-1.662413290895426,-0.048299924590082144,0.0
-2.630757070558769,2.264819186061346,0.0
-0.9063357000920049,-0.28535436419560156,0.0
0.42612592973172836,1.4395250998979459,1.0
1.245497288259629,-0.5317127109245956,1.0
1.800705438663906,1.3234909410783002,1.0
1.617145855925773,-0.4608890752682471,1.0
-1.4325564825397579,-1.973005011818744,0.0
1.2480986097142137,-0.025435290226299756,1.0
0.9820347132957314,-0.8035920675918821,1.0
0.2125843774966556,0.055649962310303724,0.0
1.000665770049142,-1.2995441990308123,1.0
-1.7199952477626184,1.564236730337297,0.0
0.7595985748787162,-1.6548960834104673,1.0
1.5563372097794934,0.06675338673559583,1.0
0.7388366109776116,-1.499045708746796,1.0
0.1610328179345848,0.08771276034198128,0.0
-0.8320814030167936,0.8581514960726421,0.0
0.6975542642080665,-1.5983197341734745,1.0
-0.8796830328539483,0.9249134659150948,0.0
0.8770345665864874,-1.4191549816943945,1.0
-0.08138860060066877,-1.517411973202755,0.0
1.2311871930728624,1.262196147368929,1.0
-1.3493307476429162,-0.8031223903436786,0.0
0.4848786120336914,-1.622697028128182,1.0
-0.11229818790732538,-1.9445374075826143,0.0
0.7673337655976181,-1.1029971142976869,1.0
-1.8439068789015725,1.6561190030221176,0.0
-0.10919933933048398,0.29854769732477104,0.0
0.23507403672757465,1.7989662300756493,1.0
0.9391648250166862,-1.3300049473965743,1.0
1.2161805037713675,-0.5818949150144506,1.0
-1.8314621314885562,1.654158610416409,0.0
-0.7946783482974263,-1.045464907842004,0.0
-0.40198407977912276,0.9810105060735061,1.0
0.20513001682888543,0.7254497031781515,1.0
1.486022646711592,0.7322760916380743,1.0
1.4812123574238663,1.0969200129279235,1.0
0.9549319160497158,-0.8312146256544543,1.0
1.25467233150755,1.127059096110428,1.0
-0.2778657754901518,0.05139203559864014,0.0
-0.5298926794351616,-0.5479305910218817,0.0
1.3577036627097319,-0.4100484120800275,1.0
0.5897816137368275,1.6990815000797839,1.0
-1.0978332499185497,-1.2755270144552786,0.0
1.3380933304978941,-0.44007144429189704,1.0
-0.39968662238406405,0.7501453275147321,1.0
-0.4476525202063779,1.0903371753420674,1.0
-1.0003800498158617,-0.7631342087240931,0.0
-2.198416768345171,1.942382526152377,0.0
1.3437160851768608,0.44765735273470875,1.0
1.2049831515240652,-0.6588671860936621,1.0
1.8401914056985462,1.2747519453631948,1.0
1.3179882686148987,-0.3318109579591657,1.0
0.6803833256958498,-1.679854422653435,1.0
0.321060576534272,1.644017438215441,1.0
1.7225576040765138,-0.03969444725764193,1.0
0.8054707285099814,-1.3509187347722937,1.0
-1.3453418371709807,-1.4955074090371283,0.0
1.5951508250455901,1.5304246300224704,1.0
-1.0457154904930832,-1.1787208281458033,0.0
-0.17426253297527106,0.35451254302146695,0.0
0.13791936673977634,-2.4529566564078475,1.0
0.8627088318859094,-0.689339911975712,1.0
0.6297269149629507,1.6473686180820906,1.0
-1.0928585209446504,1.0952827411717339,0.0
1.1248753739577708,-0.7816535936771792,1.0
-0.4893737344953051,-2.0283522688633298,0.0
0.8707901292144742,-1.3907573955082677,1.0
-0.7487162828230884,-0.519378913781581,0.0
-1.3788174379839488,-1.1674816689720497,0.0
-1.544571925538786,1.42190907865726,0.0
-0.5129813050546352,0.6178834730570288,0.0
1.3606269439645413,2.469948707755876,1.0
-0.6797732276781778,0.749972420874093,0.0
0.9220510987416767,-1.2355917560253193,1.0
0.6738139207791842,-1.7687862663198173,1.0
0.8053610989672133,-1.2846498880223673,1.0
-1.0387818390537273,1.0374949516082388,0.0
1.0131997185887276,-0.5114834254565672,1.0
1.2795149760069462,1.6396724160026097,1.0
0.7694125249762773,-1.8781027818059068,1.0
-0.2676615336383342,0.42716331339868596,0.0
-2.4416730727782987,2.146187801989374,0.0
-1.4308065657370816,1.3386614654689617,0.0
-0.5773599321795002,-0.7500670816931175,0.0
1.0070470654733974,-1.1822192942866008,1.0
-0.38138683345970903,0.5139818304340806,0.0
0.8804938288497846,-0.9532975270909998,1.0
-0.5801095511936667,0.6635456484101824,0.0
-0.12078375419967657,-0.353820939966317,0.0
1.6800525905251984,0.4281524899733311,1.0
-0.6637758676203368,-0.7966666140948364,0.0
0.7605590800189175,-1.4411117083695846,1.0
-1.0385782179762544,1.0480778482013235,0.0
-1.6699228573404148,-0.13014736012693107,0.0
-0.9578832114005394,0.9636457255896936,0.0
-0.709381143804025,0.7718636607029203,0.0
0.06228210090186459,0.1721682303708989,0.0
1.1610390882144612,-0.8599159478764332,1.0
1.0258754982255,-0.516219476211234,1.0
-1.8294550458132308,-0.9273410238774376,0.0
-1.4055647856336835,-0.21140560814543152,0.0
1.2184433414633178,0.4715173136991312,1.0
-0.9576306833164515,-0.7348523349511454,0.0
-1.6106196850742371,1.4720785001697902,0.0
0.4109517794621671,0.9048193450570297,1.0
0.07811242853495437,2.0435183831504444,1.0
-0.02177609022585214,2.025227996724262,1.0
1.352269841920476,-0.14319613186347313,1.0
-1.9038456459141684,1.687404860766586,0.0
1.5175231527633284,0.22966493219687445,1.0
0.8958860863813638,-1.1240959301759907,1.0
2.0041894076557125,1.1916391957134091,1.0
