X1,X2,y
2.496714153011233,1.8617356988288154,1.0
2.6476885381006925,3.5230298564080256,1.0
1.765846625276664,1.7658630430508195,1.0
3.5792128155073915,2.767434729152909,1.0
1.5305256140650478,2.5425600435859645,1.0
1.5365823071875377,1.534270246429743,1.0
2.241962271566034,0.08671975534220211,1.0
0.27508216748696723,1.4377124707590272,1.0
0.9871688796655762,2.314247332595274,1.0
1.0919759244787892,0.5876962986647085,1.0
-0.534351231078446,-2.225776300486536,0.0
-1.9324717953120762,-3.424748186213457,0.0
-2.5443827245251827,-1.889077410290134,0.0
-3.1509935774223026,-1.624301981654328,0.0
-2.6006386899188048,-2.291693749793277,0.0
-2.601706612229397,-0.14772181549106222,0.0
-2.013497224737934,-3.0577109289559004,0.0
-1.1774550878968109,-3.2208436499710222,0.0
-1.7911364049952445,-3.959670123879776,0.0
-3.3281860488984307,-1.8031387641308765,0.0
